ID	Unnamed: 0	Block	Row	Column	Name
1	0	1	1	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
2	1	1	1	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
3	2	1	1	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
4	3	1	1	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
5	4	1	1	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
6	5	1	1	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
7	6	1	1	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
8	7	1	1	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
9	8	1	1	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
10	9	1	1	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
11	10	1	1	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
12	11	1	1	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
13	12	1	1	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
14	13	1	1	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
15	14	1	1	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
16	15	1	2	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
17	16	1	2	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
18	17	1	2	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
19	18	1	2	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
20	19	1	2	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
21	20	1	2	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
22	21	1	2	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
23	22	1	2	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
24	23	1	2	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
25	24	1	2	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
26	25	1	2	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
27	26	1	2	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
28	27	1	2	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
29	28	1	2	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
30	29	1	2	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
31	30	1	3	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
32	31	1	3	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
33	32	1	3	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
34	33	1	3	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
35	34	1	3	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
36	35	1	3	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
37	36	1	3	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
38	37	1	3	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
39	38	1	3	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
40	39	1	3	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
41	40	1	3	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
42	41	1	3	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
43	42	1	3	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
44	43	1	3	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
45	44	1	3	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
46	45	1	4	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
47	46	1	4	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
48	47	1	4	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
49	48	1	4	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
50	49	1	4	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
51	50	1	4	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
52	51	1	4	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
53	52	1	4	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
54	53	1	4	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
55	54	1	4	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
56	55	1	4	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
57	56	1	4	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
58	57	1	4	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
59	58	1	4	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
60	59	1	4	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
61	60	1	5	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
62	61	1	5	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
63	62	1	5	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
64	63	1	5	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
65	64	1	5	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
66	65	1	5	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
67	66	1	5	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
68	67	1	5	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
69	68	1	5	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
70	69	1	5	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
71	70	1	5	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
72	71	1	5	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
73	72	1	5	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
74	73	1	5	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
75	74	1	5	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
76	75	1	6	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
77	76	1	6	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
78	77	1	6	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
79	78	1	6	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
80	79	1	6	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
81	80	1	6	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
82	81	1	6	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
83	82	1	6	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
84	83	1	6	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
85	84	1	6	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
86	85	1	6	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
87	86	1	6	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
88	87	1	6	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
89	88	1	6	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
90	89	1	6	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
91	90	1	7	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
92	91	1	7	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
93	92	1	7	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
94	93	1	7	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
95	94	1	7	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
96	95	1	7	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
97	96	1	7	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
98	97	1	7	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
99	98	1	7	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
100	99	1	7	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
101	100	1	7	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
102	101	1	7	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
103	102	1	7	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
104	103	1	7	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
105	104	1	7	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
106	105	1	8	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
107	106	1	8	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
108	107	1	8	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
109	108	1	8	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
110	109	1	8	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
111	110	1	8	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
112	111	1	8	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
113	112	1	8	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
114	113	1	8	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
115	114	1	8	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
116	115	1	8	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
117	116	1	8	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
118	117	1	8	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
119	118	1	8	14	A/Aichi/2/68(H3N2)-X31-2018-04-13
120	119	1	8	15	A/Aichi/2/68(H3N2)-X31-2018-04-13
121	120	1	9	1	A/Aichi/2/68(H3N2)-X31-2018-04-13
122	121	1	9	2	A/Aichi/2/68(H3N2)-X31-2018-04-13
123	122	1	9	3	A/Aichi/2/68(H3N2)-X31-2018-04-13
124	123	1	9	4	A/Aichi/2/68(H3N2)-X31-2018-04-13
125	124	1	9	5	A/Aichi/2/68(H3N2)-X31-2018-04-13
126	125	1	9	6	A/Aichi/2/68(H3N2)-X31-2018-04-13
127	126	1	9	7	A/Aichi/2/68(H3N2)-X31-2018-04-13
128	127	1	9	8	A/Aichi/2/68(H3N2)-X31-2018-04-13
129	128	1	9	9	A/Aichi/2/68(H3N2)-X31-2018-04-13
130	129	1	9	10	A/Aichi/2/68(H3N2)-X31-2018-04-13
131	130	1	9	11	A/Aichi/2/68(H3N2)-X31-2018-04-13
132	131	1	9	12	A/Aichi/2/68(H3N2)-X31-2018-04-13
133	132	1	9	13	A/Aichi/2/68(H3N2)-X31-2018-04-13
